ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Hot Water (L),Cold Water (L),Star Rating (old),Star Image Large,Star Image Small,Registration Number
AS/NZS 2040.2:2005,Tuscany,6,,,0,498,NA,,FALSE,Dual,China,FALSE,565,Non Drum,950,,No,Top,Impeller,TW-6KG.1,,AS/NZS 2040.1:2005/Amdt 3:2010,1.977021242,1.5,0.2255,1.3,Normal,"Fiji,New Zealand",1.3,111114,Approved,145,0,Non-Drum,80.35,550,04/12/17,,Single product class,Available,,,145,80,80,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZCW0096
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,,0,298,,,FALSE,Dual,China,TRUE,560,Drum,850,,Yes on the warm wash program only,Front,,WD1475NCWE,,AS/NZS 2040.1:2005/Amdt 3:2010,4.006800154,4,0.0002,0.45,"Cotton Eco, 40℃, 1400 spin","Australia,New Zealand",0.45,111176,Approved,351,0,Drum,0.54583,600,13/12/22,,Single product class,Available,,,351,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0635
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,yokohama,5.5,,,0,401,,,FALSE,Dual,China,TRUE,930,Non Drum,515,,No,Top,Impeller,WMP55YOK,,AS/NZS 2040.1:2005/Amdt 3:2010,2.396252886,2,0,1.53,"Standard, water level 7",Australia,1.53,111199,Approved,60,0,Non-Drum,70.09,525,29/05/23,,Single product class,Available,http://www.midea.com/global/,,64,74,74,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0691
AS/NZS 2040.2:2005,Tuscany,8,,,0,600,NA,,FALSE,Dual,China,FALSE,605,Non Drum,980,,No,Top,Impeller,MAM80PS/01,MAM80PS/01,AS/NZS 2040.1:2005/Amdt 3:2010,2.199544288,2,0.1896,1.1,Normal,"Fiji,New Zealand",1.1,111222,Approved,112,0,Non-Drum,0.8198,580,04/12/17,,Single product class,Available,,,112,104,104,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZCW0097
AS/NZS 2040.2:2005,Tuscany,8,,,0,600,NA,,FALSE,Dual,China,FALSE,605,Non Drum,980,,No,Top,Impeller,TW-8KG.1,MAM80PS/01,AS/NZS 2040.1:2005/Amdt 3:2010,2.199544288,2,0.1896,1.1,Normal,"Fiji,New Zealand",1.1,111222,Approved,112,0,Non-Drum,0.8198,580,04/12/17,,Single product class,Available,,,112,104,104,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZCW0097
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HOOVER,7,,,0,275,,,TRUE,Cold,China,TRUE,580,Drum,850,,Yes on the warm wash program only,Front,,WDXOC 575AC-AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,4.07990618,4,6.10E-05,0.49,"Cottons,Soil Level 3, 40 deg.C, Spin Speed 1500 RPM",Australia,0.33,111231,Approved,220,0,Drum,0.51916,600,05/01/23,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,220,64.8,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0643
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HOOVER,12,,,0,428,,,FALSE,Cold,China,TRUE,665,Drum,850,,Yes on the warm wash program only,Front,,DWOL 412AHR/1-AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,4.187361921,4,0.00036,1.2,"Cottons, Max Soil Level, 40 deg. C, 1400 RPM.",Australia,0.72,111235,Approved,320,0,Drum,0.57032,600,11/01/23,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,320,123.1,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0644
AS/NZS 2040.2:2005,Midea,10,,,0,449,,,TRUE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,DMFLWD10,,AS/NZS 2040.1:2005/Amdt 3:2010,3.703216633,3.5,0.17,0.17,Cotton Eco,New Zealand,0.17,111242,Approved,200,0,Drum,0.5647,,13/12/17,,Single product class,Available,,,200,100,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZCW0098
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BEKO,7,,,0,427,,,FALSE,Cold,China,TRUE,540,Drum,840,,Yes on the warm wash program only,Front,,BFL700W,,AS/NZS 2040.1:2005/Amdt 3:2010,3.003623642,3,3.77E-05,1,"Cottons Eco, 40°C, 1200 rpm","Australia,New Zealand",0.25,111320,Approved,300,0,Drum,0.55458,600,03/05/23,,Single product class,Available,http://www.beko.com.au/,,300,60.2,60.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0679
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BEKO,10,,,0,403,,,FALSE,Cold,Turkey,TRUE,670,Drum,840,,Yes on the warm wash program only,Front,,BFL103ADW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.005768778,4,0.00022524,0.53682,"Cottons Eco, 40°C, 1400 rpm","Australia,New Zealand",0.5297,111377,Approved,292,0,Drum,0.5288,600,07/12/22,,Single product class,Available,http://www.beko.com.au/,,292,86.1,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0634
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BEKO,8.5,,,0,348,,,FALSE,Cold,Turkey,TRUE,650,Drum,840,,Yes on the warm wash program only,Front,,BFL853ADW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.002588484,4,0.00022524,0.53682,"Cottons Eco, 40°C, 1400 rpm","Australia,New Zealand",0.5297,111404,Approved,310,0,Drum,0.51228,600,06/12/22,,Single product class,Available,http://www.beko.com.au/,,310,73.2,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0633
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Panasonic,10,,,0,374,,,FALSE,Cold,"Japan,China",TRUE,,Drum,,,Yes on the warm wash program only,Front,,NA-120V*6,NA-120V*6,AS/NZS 2040.1:2005/Amdt 3:2010,4.115690493,4,1.20E-05,3.59,"Cotton ECO, 40ºC, 1200 Spin","Australia,New Zealand",3.59,111543,Approved,318,0,Drum,0.55614,,18/12/22,,Single product class,Available,,http://N/A,318,83.1,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0638
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Panasonic,10,,,0,374,,,FALSE,Cold,"Japan,China",TRUE,,Drum,,,Yes on the warm wash program only,Front,,NA-120VG6,NA-120V*6,AS/NZS 2040.1:2005/Amdt 3:2010,4.115690493,4,1.20E-05,3.59,"Cotton ECO, 40ºC, 1200 Spin","Australia,New Zealand",3.59,111543,Approved,318,0,Drum,0.55614,,18/12/22,,Single product class,Available,,http://N/A,318,83.1,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0638
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Panasonic,10,,,0,374,,,FALSE,Cold,"Japan,China",TRUE,,Drum,,,Yes on the warm wash program only,Front,,NA-120VX6,NA-120V*6,AS/NZS 2040.1:2005/Amdt 3:2010,4.115690493,4,1.20E-05,3.59,"Cotton ECO, 40ºC, 1200 Spin","Australia,New Zealand",3.59,111543,Approved,318,0,Drum,0.55614,,18/12/22,,Single product class,Available,,http://N/A,318,83.1,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0638
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HOOVER,10,,,0,305,,,FALSE,Cold,China,TRUE,600,Drum,850,,Yes on the warm wash program only,Front,,DWOL 410AHR/1-AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,4.547534829,4.5,0.00036,1.1,"Cottons, Max Soil Level, 40 Deg. C, 1400rpm",Australia,0.89,111544,Approved,239.06,0,Drum,0.549,665,11/01/23,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,240,87,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0645
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Germanica,5.5,,,0,401,,,FALSE,Dual,China,FALSE,,Non Drum,,,No,Top,Impeller,GTW550AU70,,AS/NZS 2040.1:2005/Amdt 3:2010,2.396252886,2,0,1.53,"Standard, water level 7","Australia,New Zealand",1.53,111561,Approved,62,0,Non-Drum,70.43,,20/12/22,,Single product class,Available,http://www.ayonz.com/,,62,74,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0640
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SEIKI,7.5,,,0,450,"Cotton 60C, spin speed 1400rpm",,FALSE,Cold,China,FALSE,,Drum,,,Yes on the warm wash program only,Front,,SC-750AU8FL,,AS/NZS 2040.1:2005/Amdt 3:2010,3.081888849,3,0.13,0.6,"Cotton 60C, spin speed 1400rpm","Australia,New Zealand",0.5,111572,Approved,325,0,Drum,0.528,,14/03/23,,Single product class,Available,http://www.ayonz.com/,,325,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0661
AS/NZS 2040.2:2005,Midea,5,,,0,368,,,FALSE,Cold,China,FALSE,,Drum,,,Yes on the warm wash program only,Front,,DMFLW50,,AS/NZS 2040.1:2005/Amdt 3:2010,2.488345285,2,0.0001,0.7,Cotton Eco 60.,New Zealand,0.5,111583,Approved,200,0,Drum,0.5972,,13/12/17,,Single product class,Available,,,200,61,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZCW0099
AS/NZS 2040.2:2005,Midea,5.5,,,0,401,,,FALSE,Dual,China,FALSE,,Non Drum,,,No,Top,Impeller,DMWM55,,AS/NZS 2040.1:2005/Amdt 3:2010,2.396252886,2,1.00E-06,1.53,‘Standard & Water level 7,New Zealand,1.53,111586,Approved,60,0,Non-Drum,70.09,,13/12/17,,Single product class,Available,,,60,74,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZCW0100
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8.5,,,,320,,,FALSE,Dual,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WH8560P,WH8560P,AS/NZS 2040.1:2005/Amdt 3:2010,4.085479101,4,1.00E-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0,111627,Approved,244,0,Drum,0.57,,16/01/23,,Single product class,Available,,,244,73,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0636
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8.5,,,,320,,,FALSE,Dual,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WH8560P1,WH8560P,AS/NZS 2040.1:2005/Amdt 3:2010,4.085479101,4,1.00E-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0,111627,Approved,244,0,Drum,0.57,,16/01/23,,Single product class,Available,,,244,73,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0636
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8.5,,,,320,,,FALSE,Dual,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WH8560P2,WH8560P,AS/NZS 2040.1:2005/Amdt 3:2010,4.085479101,4,1.00E-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0,111627,Approved,244,0,Drum,0.57,,16/01/23,,Single product class,Available,,,244,73,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0636
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7.5,,,,285,,,FALSE,Dual,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WH7560P*,WH7560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.085913259,4,1.00E-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0,111643,Approved,243,0,Drum,0.55,,11/02/23,,Single product class,Available,,,243,64,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0637
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7.5,,,,285,,,FALSE,Dual,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WH7560P1,WH7560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.085913259,4,1.00E-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0,111643,Approved,243,0,Drum,0.55,,11/02/23,,Single product class,Available,,,243,64,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0637
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7.5,,,,285,,,FALSE,Dual,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WH7560P2,WH7560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.085913259,4,1.00E-05,0.1,"Cottons, 40ºC, Eco","Australia,New Zealand",0,111643,Approved,243,0,Drum,0.55,,11/02/23,,Single product class,Available,,,243,64,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0637
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,0,,306,-,0,TRUE,Cold,Italy,FALSE,595,Drum,825,0,Yes on the warm wash program only,Front,,WDG 8629B AUS,WDG 8629B AUS,AS/NZS 2040.1:2005/Amdt 3:2010,4.057836373,4,0.00137,2.9,Cotton 60 deg C at 1200 rpm,"Australia,Fiji,New Zealand",0.36,111746,Approved,300,0,Drum,0.562,605,18/06/23,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,300,69,0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0639
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,0,,306,-,0,TRUE,Cold,Italy,FALSE,595,Drum,825,0,Yes on the warm wash program only,Front,,WDL 8629B AUS,WDG 8629B AUS,AS/NZS 2040.1:2005/Amdt 3:2010,4.057836373,4,0.00137,2.9,Cotton 60 deg C at 1200 rpm,"Australia,Fiji,New Zealand",0.36,111746,Approved,300,0,Drum,0.562,605,18/06/23,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,300,69,0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0639
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,AKAI,9.5,,,0,762,,,FALSE,Dual,China,TRUE,1015,Non Drum,625,,No,Top,Impeller,AK-95WM,,AS/NZS 2040.1:2005/Amdt 3:2010,2.115891332,2,0,1.1,Standard,"Australia,New Zealand",1.1,111766,Approved,96,0,Non-Drum,0.7477,601,21/12/22,,Single product class,Available,,,96,125,125,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0641
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8.5,,165,0,320,"e Cotton, Cold, Intensive, Rinse 2, 1400 Spin",65.8,FALSE,Dual,South Korea,TRUE,,Drum,,0.4,Yes on the warm wash program only,Front,,WW85M64FOPW,WW85M64FOPW,AS/NZS 2040.1:2005/Amdt 3:2010,4.118717902,4,0.00074,0.46,"e Cotton, 40 deg C, Intensive, Rinse 2, 1400 Spin","Australia,Fiji,New Zealand",0.45,111796,Approved,241,66.2,Drum,0.54789,,22/12/22,,Single product class,Available,,http://www.samsung.com.au,241,73,73,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0642
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8.5,,165,0,320,"e Cotton, Cold, Intensive, Rinse 2, 1400 Spin",65.8,FALSE,Dual,South Korea,TRUE,,Drum,,0.4,Yes on the warm wash program only,Front,,WW85M74FNOR,WW85M64FOPW,AS/NZS 2040.1:2005/Amdt 3:2010,4.118717902,4,0.00074,0.46,"e Cotton, 40 deg C, Intensive, Rinse 2, 1400 Spin","Australia,Fiji,New Zealand",0.45,111796,Approved,241,66.2,Drum,0.54789,,22/12/22,,Single product class,Available,,http://www.samsung.com.au,241,73,73,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0642
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Germanica,10,,,0,464,Cotton Eco Spin speed 1400,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,GFW1000AU90,,AS/NZS 2040.1:2005/Amdt 3:2010,3.620441761,3.5,0,0.17,Cotton Eco Spin speed 1400,"Australia,New Zealand",0.17,111820,Approved,300,0,Drum,0.57,,26/03/23,,Single product class,Available,http://www.ayonz.com/,,300,100,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0665
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,,0,380,,,FALSE,Dual,China,TRUE,560,Drum,850,,Yes on the warm wash program only,Front,,WD1475TC5W,,AS/NZS 2040.1:2005/Amdt 3:2010,3.501758575,3.5,0.0002,0.44,"Cotton Eco, 40℃, 1400 spin","Australia,New Zealand",0.44,111891,Approved,369,0,Drum,0.51886,600,11/01/23,,Single product class,Available,,,369,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0646
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,STIRLING,7,,,0,580,,,FALSE,Dual,China,FALSE,562,Non Drum,940,,No,Top,Impeller,*70,*70,AS/NZS 2040.1:2005/Amdt 3:2010,2.093500725,2,0.88,0.88,NORMAL,Australia,0.88,111968,Approved,161.598,0,Non-Drum,69.04,540,11/01/23,,Single product class,Available,,,161.598,86,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0648
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,STIRLING,7,,,0,580,,,FALSE,Dual,China,FALSE,562,Non Drum,940,,No,Top,Impeller,STR-TLW70,*70,AS/NZS 2040.1:2005/Amdt 3:2010,2.093500725,2,0.88,0.88,NORMAL,Australia,0.88,111968,Approved,161.598,0,Non-Drum,69.04,540,11/01/23,,Single product class,Available,,,161.598,86,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0648
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,STIRLING,7,,,0,580,,,FALSE,Dual,China,FALSE,562,Non Drum,940,,No,Top,Impeller,XQB70-70,*70,AS/NZS 2040.1:2005/Amdt 3:2010,2.093500725,2,0.88,0.88,NORMAL,Australia,0.88,111968,Approved,161.598,0,Non-Drum,69.04,540,11/01/23,,Single product class,Available,,,161.598,86,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0648
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Robinhood,9,,0,0,402,Cotton Eco 60,0,FALSE,Cold,China,FALSE,565,Drum,850,0,Yes on the warm wash program only,Front,,RHWM9W,,AS/NZS 2040.1:2005/Amdt 3:2010,3.69526814,3.5,0,0.2,Cotton Eco 60,"Australia,New Zealand",0.2,112043,Approved,296.4,0,Drum,0.5763,595,27/03/23,,Single product class,Available,,http://www.robinhood.com.au/,0,0,75.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0666
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8.5,,184,0,334,"e Cotton, Cold, Intensive, Rinse 2, 1400 Spin",67.9,FALSE,Dual,South Korea,TRUE,,Drum,,0.4,Yes on the warm wash program only,Front,,WW85J54E0IW,WW85K54E0UW,AS/NZS 2040.1:2005/Amdt 3:2010,4.01016977,4,3.00E-05,0.38,"e Cotton, 40°C, Intensive, Rinse 2, 1400 Spin","Australia,Fiji,New Zealand",0.38,112069,Approved,299,68.3,Drum,0.55689,,22/01/23,,Single product class,Available,,http://www.samsung.com.au,299,73,73,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0649
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8.5,,184,0,334,"e Cotton, Cold, Intensive, Rinse 2, 1400 Spin",67.9,FALSE,Dual,South Korea,TRUE,,Drum,,0.4,Yes on the warm wash program only,Front,,WW85K54E0UW,WW85K54E0UW,AS/NZS 2040.1:2005/Amdt 3:2010,4.01016977,4,3.00E-05,0.38,"e Cotton, 40°C, Intensive, Rinse 2, 1400 Spin","Australia,Fiji,New Zealand",0.38,112069,Approved,299,68.3,Drum,0.55689,,22/01/23,,Single product class,Available,,http://www.samsung.com.au,299,73,73,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0649
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,7.5,,180,0,293,"e Cotton, Cold, Intensive, Rinse 2, 1400 Spin",58.8,FALSE,Dual,South Korea,TRUE,,Drum,,0.4,Yes on the warm wash program only,Front,,WW75J54E0IW,WW75K54E0UW,AS/NZS 2040.1:2005/Amdt 3:2010,4.018984503,4,4.00E-05,0.38,"e Cotton, 40°C, Intensive, Rinse 2, 1400 Spin","Australia,Fiji,New Zealand",0.41,112070,Approved,269,59.2,Drum,0.55896,,22/01/23,,Single product class,Available,,http://www.samsung.com.au,269,65,65,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0650
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,7.5,,180,0,293,"e Cotton, Cold, Intensive, Rinse 2, 1400 Spin",58.8,FALSE,Dual,South Korea,TRUE,,Drum,,0.4,Yes on the warm wash program only,Front,,WW75K54E0UW,WW75K54E0UW,AS/NZS 2040.1:2005/Amdt 3:2010,4.018984503,4,4.00E-05,0.38,"e Cotton, 40°C, Intensive, Rinse 2, 1400 Spin","Australia,Fiji,New Zealand",0.41,112070,Approved,269,59.2,Drum,0.55896,,22/01/23,,Single product class,Available,,http://www.samsung.com.au,269,65,65,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0650
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,yokohama,8,,,0,600,NORMAL,,FALSE,Dual,China,TRUE,605,Non Drum,980,,No,Top,Impeller,WMT81YOK,,AS/NZS 2040.1:2005/Amdt 3:2010,2.199544288,2,0,1.1,NORMAL,Australia,1.1,112116,Approved,72,0,Non-Drum,0.8198,580,22/01/23,,Single product class,Available,http://www.midea.com/global/,,72,104,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0651
