ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Old Star Rating,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,TECHNIKA,3.5,TRUE,Autosensing,China,565,850,TWDC1400,,AS/NZS 2442.1:1996/Amdt 4:2006,133,3.047181549,3,Full heart Dry,212,"Australia,Fiji,New Zealand",Approved,87881,2.796,0,Condenser,595,11/03/20,,Single product class,Available,http://www.technika.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Teco,7,FALSE,Autosensing,China,555,840,TCD70ASAMDBF,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra / Cotton,211,"Australia,Fiji,New Zealand",Approved,87905,5.538,,Vented,595,29/04/20,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Teco,7,FALSE,Autosensing,China,600,840,TCD70ASCAMDBF,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Cotton Extra,196,"Australia,Fiji,New Zealand",Approved,87914,5.649,0,Condenser,595,06/05/20,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GVA,7,FALSE,Autosensing,China,555,840,G7VDW15,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra/Cotton,208,Australia,Approved,87915,5.538,,Vented,595,24/03/20,,Single product class,Available,http://www.thegoodguys.com.au/,http://gvaproducts.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BOSCH,4,TRUE,Autosensing,China,,,WVH28441AU,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.006833015,3,"Intensive Dry, Auto2",175,"Australia,New Zealand",Approved,88565,3.203,0,Condenser,,24/03/20,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,8,FALSE,Autosensing,Turkey,,,SAHP86,,AS/NZS 2442.1:1996/Amdt 4:2006,139,7.862336132,6,"Cottons-Extra Dry, Dryness Level Normal",291,"Australia,New Zealand",Approved,88704,6.423,0,Condenser,,30/03/20,,Single product class,Available,,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,8,FALSE,Autosensing,Turkey,,,SACD82,,AS/NZS 2442.1:1996/Amdt 4:2006,352,2.145111405,2,"Cottons-Extra Dry, Dryness Level-Normal",214,"Australia,New Zealand",Approved,88705,6.417,0,Condenser,,29/04/20,,Single product class,Available,,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,FALSE,Autosensing,Germany,580,595,T 7944 C,,AS/NZS 2442.1:1996,292,2.473356126,2,Cottons Normal Plus,187,"Australia,New Zealand",Approved,88771,5.554,,Condenser,850,23/05/20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,FALSE,Autosensing,Germany,580,595,T 8822 C,,AS/NZS 2442.1:1996,292,2.473356126,2,Cottons Normal Plus,187,"Australia,New Zealand",Approved,88771,5.554,,Condenser,850,23/05/20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,FALSE,Autosensing,Germany,580,595,T 8823 C,,AS/NZS 2442.1:1996,292,2.473356126,2,Cottons Normal Plus,187,"Australia,New Zealand",Approved,88771,5.554,,Condenser,850,23/05/20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,FALSE,Autosensing,Germany,580,595,T 8843 C,,AS/NZS 2442.1:1996,292,2.473356126,2,Cottons Normal Plus,187,"Australia,New Zealand",Approved,88771,5.554,,Condenser,850,23/05/20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,FALSE,Autosensing,Germany,580,595,T 8903 C,,AS/NZS 2442.1:1996,292,2.473356126,2,Cottons Normal Plus,187,"Australia,New Zealand",Approved,88771,5.554,,Condenser,850,23/05/20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,6.5,TRUE,Autosensing,Italy,645,850,AQD1071D 69ID AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,226,3.59390763,3.5,Dry Cotton Extra,309,"Australia,Fiji,New Zealand",Approved,88811,5.176,41.1,Condenser,595,10/04/20,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,FALSE,Autosensing,Turkey,,,DCY 7402 GXB2,,AS/NZS 2442.1:1996/Amdt 4:2006,308,2.145111405,2,Cottons Cupboard Dry Plus,172,"Australia,Fiji,New Zealand",Approved,89026,5.468,0,Condenser,,20/04/20,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,9,FALSE,Autosensing,Poland,,,T23-P,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.721325811,7,"Cottons, Cupboard Dry Plus",220,"Australia,New Zealand",Approved,89318,7.069,0,Condenser,,28/04/20,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,9,FALSE,Autosensing,Poland,,,WT47W580AU,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.721325811,7,"Cottons, Cupboard Dry Plus",220,"Australia,New Zealand",Approved,89318,7.069,0,Condenser,,28/04/20,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,FALSE,Autosensing,Poland,,,T23-P,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.721325811,7,"Cottons, Cupboard Dry Plus",220,"Australia,New Zealand",Approved,89325,7.069,0,Condenser,,21/05/20,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,FALSE,Autosensing,Poland,,,WTW87565AU,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.721325811,7,"Cottons, Cupboard Dry Plus",220,"Australia,New Zealand",Approved,89325,7.069,0,Condenser,,21/05/20,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),CLASSIQUE,7,FALSE,Autosensing,China,555,840,CL7DRY,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra/Cotton,208,New Zealand,Approved,89551,5.538,,Vented,595,02/07/15,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),CLASSIQUE,7,FALSE,Autosensing,China,600,840,CL7CDRY,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,COTTON EXTRA,186,New Zealand,Approved,89553,5.615,0,Condenser,595,02/07/15,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HELLER,6,FALSE,Autosensing,China,545,840,CD06ELEC,,AS/NZS 2442.1:1996/Amdt 4:2006,269,2.02966469,2,"Full heat, Extra dry",199,"Australia,New Zealand",Approved,89788,4.743,,Vented,595,20/05/20,,Single product class,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,4,TRUE,Autosensing,China,,,WD75J5410AW,,AS/NZS 2442.1:1996/Amdt 4:2006,165,2.542225275,2.5,Cotton Dry & Spin,219,"Australia,Fiji,New Zealand",Approved,89791,3.196,21,Condenser,,26/05/20,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Baumatic,6,FALSE,Autosensing,China,545,840,BVD60,,AS/NZS 2442.1:1996/Amdt 4:2006,269,2.02966469,2,Full heat/ Extra dry,198,"Australia,New Zealand",Approved,90031,4.743,,Vented,595,01/06/20,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,AEG,5,TRUE,Autosensing,Italy,,,L99699HWD,,AS/NZS 2442.1:1996/Amdt 4:2006,108,6.523040311,6,Cottons Extra Dry,325,"Australia,New Zealand",Approved,90194,3.957,1,Condenser,,25/06/20,,Single product class,Available,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,FALSE,Autosensing,Poland,,,EDH3786GDW,,AS/NZS 2442.1:1996/Amdt 4:2006,184,6.13661824,6,Cottons Extra Dry,279,"Australia,Fiji,New Zealand",Approved,90826,6.349,0,Condenser,,22/06/20,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,DAEWOO,5,TRUE,Autosensing,South Korea,645,850,DWC-LD1412,,AS/NZS 2442.1:1996/Amdt 4:2006,219,2.173143933,2,Cupboard,208,"Australia,Fiji,New Zealand",Approved,90859,4.015,46.03,Condenser,600,29/06/20,,Single product class,Available,,http://Daewoo Electronics Corp.,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,6,FALSE,Autosensing,China,,,DE6060**,DE6060**,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.075583779,2,"Everyday, Dry/Extra Dry, High",186,,Approved,90896,4.719,,Vented,,29/06/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,6,FALSE,Autosensing,China,,,DE6060G1,DE6060**,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.075583779,2,"Everyday, Dry/Extra Dry, High",186,,Approved,90896,4.719,,Vented,,29/06/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,6,FALSE,Autosensing,China,,,DE6060M1,DE6060**,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.075583779,2,"Everyday, Dry/Extra Dry, High",186,,Approved,90896,4.719,,Vented,,29/06/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,6,FALSE,Autosensing,China,,,DE6060P1,DE6060**,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.075583779,2,"Everyday, Dry/Extra Dry, High",186,,Approved,90896,4.719,,Vented,,29/06/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,9,FALSE,Autosensing,"Germany,Czechia",643,850,TMV 840 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,141,8.499167046,8,Cottons Extra dry,297,"Australia,New Zealand",Approved,90907,5,0,Condenser,596,23/06/20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,FALSE,Autosensing,Poland,,,T97689IH,,AS/NZS 2442.1:1996/Amdt 4:2006,123,8.614799726,8,Cottons Extra Dry Eco,325,"Australia,Fiji,New Zealand",Approved,90965,6.361,0,Condenser,,22/06/20,,Single product class,Available,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,FALSE,Autosensing,Poland,,,WTW85460AU,,AS/NZS 2442.1:1996/Amdt 4:2006,175,7.169930605,7,"Cotton Very Dry, fine adjust +++",363,"Australia,New Zealand",Approved,91031,7.041,0,Condenser,,21/08/20,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BOSCH,8,FALSE,Autosensing,Poland,,,WTG86400AU,,AS/NZS 2442.1:1996/Amdt 4:2006,360,2.006833015,2,"Cottons Very Dry, Fine Adjust ++",202,"Australia,New Zealand",Approved,91038,6.364,0,Condenser,,30/07/20,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,9,FALSE,Autosensing,Poland,,,WT47Y7W0AU,,AS/NZS 2442.1:1996/Amdt 4:2006,150,8.118439682,8,"Cottons Cupboard Dry Extra, Adjust drying level +3",257,"Australia,New Zealand",Approved,91131,7.23,0,Condenser,,30/07/20,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Fairhall,7,FALSE,Autosensing,China,555,840,CD70SENS,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra + Cotton Program.,208,Australia,Approved,91531,5.538,,Vented,595,14/07/20,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
